Transaction ID,Date,Customer ID,Customer Name,Gender,Age,Product ID,Product Name,Category,Quantity Sold,Unit Price,Total Sale Amount,Payment Method,Store Location,Salesperson ID,Salesperson Name,Discount Applied,Return Status
TXN01116,2022-08-07,CUST01116,Nwafor Anita,Female,55,Flash Drive,Accessories,Accessories,1,$218.76,$218.76,Bank Transfer,Ibadan,SP097,Ezinne Opeyemi,16%,Returned
TXN01117,2023-02-14,CUST01117,Olivia Adaeze,Male,29,Flash Drive,Accessories,Accessories,12,$126.04,$1512.48,PayPal,Port Harcourt,SP042,Nneka Obinna,None,Not Returned
TXN01118,2024-04-26,CUST01118,Opeyemi Temitayo,Female,58,Keyboard,Electronics,Electronics,14,$29.20,$408.80,Credit Card,Port Harcourt,SP095,Opeyemi Obi,16%,Not Returned
TXN01119,2023-08-12,CUST01119,Chizor Juliet,Male,53,Flash Drive,Accessories,Accessories,15,$74.50,$1117.50,Debit Card,Port Harcourt,SP014,Chidera Zainab,$13,Not Returned
TXN01120,2022-02-05,CUST01120,Adaobi Chisom,Female,36,Monitor,Electronics,Electronics,13,$296.36,$3852.68,Bank Transfer,Lagos,SP035,Olu Amaka,None,Not Returned
TXN01121,2024-10-15,CUST01121,Fidelis Chika,Female,50,Keyboard,Electronics,Electronics,9,$98.42,$885.78,POS,Abuja,SP067,Adaeze Temitayo,None,Not Returned
TXN01122,2023-09-28,CUST01122,Simeon Blessing,Male,27,Keyboard,Electronics,Electronics,12,$63.76,$765.12,Credit Card,Ibadan,SP008,Ifeyinwa Jibola,9%,Not Returned
TXN01123,2023-12-24,CUST01123,Juliet Obi,Female,31,Monitor,Electronics,Electronics,6,$219.64,$1317.84,POS,Port Harcourt,SP094,Onyinye Nkechi,$35,Returned
TXN01124,2024-09-30,CUST01124,Uche Emmanuela,Female,34,USB Hub,Accessories,Accessories,13,$61.83,$803.79,Credit Card,Lagos,SP043,Amarachi Dayo,None,Not Returned
TXN01125,2024-08-01,CUST01125,Damilola Nnamdi,Male,59,Charger,Accessories,Accessories,10,$107.63,$1076.30,Cash,Enugu,SP037,Bola Chinonso,None,Not Returned
TXN01126,2024-06-18,CUST01126,Ifeyinwa Olufunke,Male,39,Power Bank,Electronics,Electronics,5,$64.78,$323.90,Bank Transfer,Abuja,SP099,Oyinade Chioma,16%,Returned
TXN01127,2023-03-10,CUST01127,Aisha Obinna,Female,26,Wireless Mouse,Electronics,Electronics,9,$278.99,$2510.91,POS,Port Harcourt,SP093,Nnenna Chidera,$19,Not Returned
TXN01128,2024-04-07,CUST01128,Aisha Temitayo,Male,44,Phone Case,Accessories,Accessories,3,$76.88,$230.64,POS,Ibadan,SP004,Amina Bola,$45,Not Returned
TXN01129,2023-04-18,CUST01129,Seyi Femi,Male,39,USB Hub,Accessories,Accessories,3,$140.42,$421.26,Credit Card,Ibadan,SP051,Olamide Simeon,$47,Returned
TXN01130,2024-08-04,CUST01130,Jibola Chidera,Male,42,Monitor,Electronics,Electronics,10,$206.86,$2068.60,PayPal,Abuja,SP066,Fidelis Chinonso,$47,Returned
TXN01131,2022-07-07,CUST01131,Chinonso Patience,Female,33,Charger,Accessories,Accessories,11,$239.00,$2629.00,Debit Card,Owerri,SP032,Segun Ezinne,15%,Not Returned
TXN01132,2022-06-17,CUST01132,Nneka Olamide,Female,25,Charger,Accessories,Accessories,1,$155.45,$155.45,Cash,Kano,SP039,Temitope Nkemdilim,None,Returned
TXN01133,2023-05-19,CUST01133,Patience Amarachi,Female,24,Monitor,Electronics,Electronics,15,$122.08,$1831.20,Bank Transfer,Ibadan,SP036,Anita Temitayo,6%,Not Returned
TXN01134,2024-01-15,CUST01134,Emeka Chukwuemeka,Male,30,Bluetooth Speaker,Electronics,Electronics,4,$97.84,$391.36,Debit Card,Enugu,SP070,Ayo Chikere,None,Not Returned
TXN01135,2023-01-08,CUST01135,Vivian Segun,Male,38,Laptop Stand,Accessories,Accessories,13,$240.66,$3128.58,Bank Transfer,Abuja,SP082,Oyinade Shola,$49,Returned
TXN01136,2024-06-28,CUST01136,Ugo Nkem,Female,39,Power Bank,Electronics,Electronics,8,$91.33,$730.64,Bank Transfer,Jos,SP050,Adaeze Emmanuela,$28,Returned
TXN01137,2024-09-05,CUST01137,Hassan Efe,Male,21,Flash Drive,Accessories,Accessories,11,$253.42,$2787.62,Debit Card,Ibadan,SP035,Sola Uche,18%,Returned
TXN01138,2024-05-29,CUST01138,Nkechi Nnenna,Male,31,Keyboard,Electronics,Electronics,15,$80.78,$1211.70,POS,Owerri,SP029,David Emmanuela,None,Returned
TXN01139,2023-08-30,CUST01139,David Kelechi,Female,48,Monitor,Electronics,Electronics,11,$225.83,$2484.13,PayPal,Kano,SP054,Obinna Chike,$16,Returned
TXN01140,2023-10-07,CUST01140,Pius Temitope,Female,36,Bluetooth Speaker,Electronics,Electronics,9,$249.33,$2243.97,POS,Owerri,SP037,Oyinade Nkem,$49,Returned
TXN01141,2021-12-25,CUST01141,Precious Obinna,Female,36,Keyboard,Electronics,Electronics,7,$7.69,$53.83,Bank Transfer,Abuja,SP010,Chinonso Chinwe,$1,Not Returned
TXN01142,2022-03-18,CUST01142,Fathia Chinwe,Female,27,Bluetooth Speaker,Electronics,Electronics,11,$107.87,$1186.57,Bank Transfer,Ibadan,SP064,Fola Emmanuela,6%,Not Returned
TXN01143,2024-08-22,CUST01143,Ogechi Damilola,Male,43,USB Hub,Accessories,Accessories,9,$163.39,$1470.51,Credit Card,Owerri,SP022,Juliet Uzochi,12%,Not Returned
TXN01144,2022-12-17,CUST01144,Fathia Oluwatobi,Male,24,Power Bank,Electronics,Electronics,4,$45.16,$180.64,Bank Transfer,Kano,SP008,Favour Temitayo,None,Not Returned
TXN01145,2023-07-31,CUST01145,Kehinde David,Female,57,Phone Case,Accessories,Accessories,5,$273.77,$1368.85,POS,Ibadan,SP037,Nkechi Emmanuela,None,Not Returned
TXN01146,2023-05-23,CUST01146,Ifeyinwa Patience,Male,32,USB Hub,Accessories,Accessories,6,$181.56,$1089.36,PayPal,Lagos,SP061,Uzochi Fola,None,Returned
TXN01147,2024-07-11,CUST01147,Adaeze Vivian,Male,39,USB Hub,Accessories,Accessories,10,$260.88,$2608.80,PayPal,Enugu,SP027,Olivia Chizor,16%,Not Returned
TXN01148,2024-01-27,CUST01148,Kehinde Nkemdilim,Female,36,Flash Drive,Accessories,Accessories,7,$138.31,$968.17,PayPal,Port Harcourt,SP015,Simeon Hassan,$43,Returned
TXN01149,2023-02-27,CUST01149,Hassan Peace,Female,37,Bluetooth Speaker,Electronics,Electronics,15,$145.32,$2179.80,Debit Card,Jos,SP050,Anita Daniel,$4,Not Returned
TXN01150,2023-06-27,CUST01150,Ada Nwafor,Male,56,Charger,Accessories,Accessories,2,$278.74,$557.48,POS,Abuja,SP053,Segun Chisom,10%,Not Returned
TXN01151,2022-10-15,CUST01151,Adebayo Ezinne,Female,34,Charger,Accessories,Accessories,14,$228.02,$3192.28,POS,Port Harcourt,SP036,Kelechi Bola,15%,Not Returned
TXN01152,2024-09-23,CUST01152,Olufunke Precious,Female,36,Wireless Mouse,Electronics,Electronics,11,$217.74,$2395.14,POS,Ibadan,SP034,Chukwudi Olamide,$1,Not Returned
TXN01153,2024-10-07,CUST01153,Patience Opeyemi,Female,33,Flash Drive,Accessories,Accessories,10,$205.46,$2054.60,POS,Ibadan,SP058,Bola Nkemdilim,$12,Returned
TXN01154,2024-07-13,CUST01154,Dayo Ayo,Male,23,Flash Drive,Accessories,Accessories,10,$121.90,$1219.00,PayPal,Kano,SP031,Femi Ezinne,None,Returned
TXN01155,2022-10-19,CUST01155,Micheal Emeka,Female,43,Flash Drive,Accessories,Accessories,5,$278.47,$1392.35,PayPal,Enugu,SP092,Chika Kelechi,None,Returned
TXN01156,2022-01-14,CUST01156,Hassan Obinna,Female,35,Flash Drive,Accessories,Accessories,14,$290.87,$4072.18,Bank Transfer,Abuja,SP078,Kelechi Chidera,$39,Returned
TXN01157,2022-04-10,CUST01157,Precious Ronke,Male,22,Wireless Mouse,Electronics,Electronics,14,$180.11,$2521.54,Credit Card,Jos,SP065,Amaka Adebayo,None,Returned
TXN01158,2024-04-21,CUST01158,Olamide Nkem,Female,57,Keyboard,Electronics,Electronics,15,$211.58,$3173.70,POS,Port Harcourt,SP044,Shola Tosin,$24,Returned
TXN01159,2022-03-26,CUST01159,Adesola Ugo,Male,56,Wireless Mouse,Electronics,Electronics,12,$49.68,$596.16,Credit Card,Enugu,SP097,Simeon Tosin,None,Returned
TXN01160,2022-05-26,CUST01160,Ifeoma Nnamdi,Male,25,Bluetooth Speaker,Electronics,Electronics,5,$26.43,$132.15,Credit Card,Ibadan,SP008,Femi Chioma,None,Returned
TXN01161,2022-04-26,CUST01161,Obi Dayo,Female,22,Phone Case,Accessories,Accessories,15,$93.16,$1397.40,PayPal,Lagos,SP046,Nkem Olamide,None,Not Returned
TXN01162,2022-08-17,CUST01162,Adaobi Nwafor,Female,42,Flash Drive,Accessories,Accessories,5,$171.03,$855.15,POS,Abuja,SP016,Juliet Juliet,$41,Not Returned
TXN01163,2023-09-17,CUST01163,Kehinde Nwafor,Female,60,Laptop Stand,Accessories,Accessories,8,$24.20,$193.60,Credit Card,Lagos,SP095,Fola Blessing,$22,Returned
TXN01164,2023-08-06,CUST01164,Damilola Zainab,Female,39,Phone Case,Accessories,Accessories,9,$185.30,$1667.70,Bank Transfer,Enugu,SP076,Fathia Amaka,15%,Returned
TXN01165,2022-08-24,CUST01165,Bola Nkechi,Female,60,Flash Drive,Accessories,Accessories,14,$141.06,$1974.84,POS,Owerri,SP069,Chukwudi Chukwuemeka,$18,Not Returned
TXN01166,2022-03-22,CUST01166,Aisha Uzochi,Male,52,Flash Drive,Accessories,Accessories,6,$197.44,$1184.64,Cash,Lagos,SP016,Amaka Efe,$23,Returned
TXN01167,2024-06-28,CUST01167,Tunde Zainab,Male,39,Laptop Stand,Accessories,Accessories,7,$106.12,$742.84,Cash,Owerri,SP075,Shola Chijioke,None,Not Returned
TXN01168,2024-05-24,CUST01168,Uzochi Chikere,Male,24,Flash Drive,Accessories,Accessories,3,$77.55,$232.65,POS,Lagos,SP052,Precious Simeon,$14,Returned
TXN01169,2022-05-03,CUST01169,Nike Ngozi,Male,30,Flash Drive,Accessories,Accessories,2,$116.27,$232.54,Cash,Port Harcourt,SP042,Ada Opeyemi,17%,Returned
TXN01170,2024-07-13,CUST01170,Ada Seyi,Male,40,Power Bank,Electronics,Electronics,10,$154.89,$1548.90,Cash,Abuja,SP029,Uzochi Chisom,$36,Not Returned
TXN01171,2024-02-02,CUST01171,Kola Oluwatobi,Female,35,Wireless Mouse,Electronics,Electronics,11,$97.50,$1072.50,PayPal,Port Harcourt,SP022,Dayo Daniel,None,Returned
TXN01172,2024-08-31,CUST01172,Nneka Oluwatobi,Male,23,Charger,Accessories,Accessories,13,$27.18,$353.34,PayPal,Abuja,SP001,Chizor Anita,$16,Not Returned
TXN01173,2024-06-27,CUST01173,Fidelis Peace,Female,19,Charger,Accessories,Accessories,9,$168.05,$1512.45,Cash,Enugu,SP029,Amaka Tunde,None,Returned
TXN01174,2024-09-17,CUST01174,Amina Chidera,Male,53,Laptop Stand,Accessories,Accessories,9,$111.16,$1000.44,Cash,Kano,SP054,Ogechi Chizor,$47,Returned
TXN01175,2023-09-15,CUST01175,Zainab Chinonso,Male,29,Flash Drive,Accessories,Accessories,11,$202.44,$2226.84,Debit Card,Kano,SP033,Ifeyinwa Adaeze,None,Not Returned
TXN01176,2022-09-09,CUST01176,Hassan Amaka,Female,35,Power Bank,Electronics,Electronics,13,$79.58,$1034.54,Credit Card,Enugu,SP078,Aisha Peace,6%,Returned
TXN01177,2024-07-28,CUST01177,Tosin Opeyemi,Male,57,USB Hub,Accessories,Accessories,7,$149.64,$1047.48,Bank Transfer,Jos,SP050,Ugochukwu Simeon,None,Not Returned
TXN01178,2022-11-15,CUST01178,David Simeon,Male,42,Phone Case,Accessories,Accessories,4,$269.58,$1078.32,Credit Card,Kano,SP014,Vivian Jibola,None,Not Returned
TXN01179,2024-05-20,CUST01179,Chikere Chisom,Female,22,Bluetooth Speaker,Electronics,Electronics,5,$138.82,$694.10,PayPal,Ibadan,SP075,Olamide Nkemdilim,$16,Not Returned
TXN01180,2023-06-09,CUST01180,Bola Patience,Male,32,USB Hub,Accessories,Accessories,3,$77.93,$233.79,Cash,Ibadan,SP081,Juliet Ada,18%,Returned
TXN01181,2022-10-22,CUST01181,Daniel Damilola,Female,57,Power Bank,Electronics,Electronics,7,$259.62,$1817.34,Debit Card,Jos,SP042,Chukwudi Pius,$35,Not Returned
TXN01182,2022-03-29,CUST01182,Uche Nkechi,Female,46,Flash Drive,Accessories,Accessories,1,$49.93,$49.93,PayPal,Owerri,SP026,Chioma Ayo,12%,Not Returned
TXN01183,2023-10-18,CUST01183,Fola Chisom,Female,31,Bluetooth Speaker,Electronics,Electronics,12,$77.96,$935.52,Credit Card,Jos,SP061,Obi Chinedu,None,Not Returned
TXN01184,2024-01-25,CUST01184,Nike Kelechi,Male,45,Phone Case,Accessories,Accessories,7,$228.86,$1602.02,POS,Lagos,SP024,Olamide Olivia,12%,Not Returned
TXN01185,2023-08-08,CUST01185,Olu Ugo,Female,46,Flash Drive,Accessories,Accessories,13,$222.07,$2886.91,Bank Transfer,Jos,SP091,Bola Kelechi,$50,Returned
TXN01186,2023-03-07,CUST01186,Chinedu Juliet,Female,42,Flash Drive,Accessories,Accessories,11,$196.04,$2156.44,Bank Transfer,Lagos,SP049,Olivia Ronke,15%,Returned
TXN01187,2024-02-01,CUST01187,Elijah Adaeze,Female,49,Power Bank,Electronics,Electronics,15,$222.27,$3334.05,Bank Transfer,Abuja,SP018,Tobi Tunde,None,Returned
TXN01188,2023-07-28,CUST01188,Yemi Blessing,Male,39,Keyboard,Electronics,Electronics,14,$37.35,$522.90,Debit Card,Enugu,SP098,Chike Nkechi,None,Not Returned
TXN01189,2022-04-10,CUST01189,Chinwe Blessing,Male,20,Flash Drive,Accessories,Accessories,5,$283.65,$1418.25,Credit Card,Enugu,SP096,Nkechi Oyinade,None,Not Returned
TXN01190,2023-01-17,CUST01190,Bola Ayo,Male,25,Keyboard,Electronics,Electronics,4,$208.70,$834.80,Debit Card,Enugu,SP091,Damilola Elijah,5%,Not Returned
TXN01191,2024-09-16,CUST01191,Ugo Favour,Male,30,Power Bank,Electronics,Electronics,15,$274.57,$4118.55,Bank Transfer,Lagos,SP063,Anita Chika,None,Returned
TXN01192,2022-01-27,CUST01192,Seyi Simeon,Male,33,Monitor,Electronics,Electronics,1,$11.13,$11.13,Credit Card,Port Harcourt,SP091,Damilola Adaeze,$37,Not Returned
TXN01193,2022-05-20,CUST01193,Olivia Aisha,Female,54,Bluetooth Speaker,Electronics,Electronics,2,$27.79,$55.58,Credit Card,Enugu,SP039,Ezinne Patience,10%,Returned
TXN01194,2022-06-08,CUST01194,Oluwatobi Chidera,Female,25,Wireless Mouse,Electronics,Electronics,10,$218.57,$2185.70,Bank Transfer,Jos,SP031,Temitope Olu,9%,Not Returned
TXN01195,2023-12-24,CUST01195,Nwafor Emmanuela,Female,25,USB Hub,Accessories,Accessories,2,$68.57,$137.14,PayPal,Kano,SP035,Ada David,$36,Returned
TXN01196,2023-03-24,CUST01196,Damilola Obinna,Male,40,Laptop Stand,Accessories,Accessories,3,$72.90,$218.70,Cash,Abuja,SP029,Nkem David,None,Not Returned
TXN01197,2023-01-07,CUST01197,Uche Nkechi,Male,34,Monitor,Electronics,Electronics,14,$224.87,$3148.18,Bank Transfer,Enugu,SP016,David Temitope,None,Not Returned
TXN01198,2023-07-10,CUST01198,Yemi Chidera,Male,19,Wireless Mouse,Electronics,Electronics,3,$254.41,$763.23,Credit Card,Lagos,SP027,Adaeze Damilola,6%,Not Returned
TXN01199,2023-08-11,CUST01199,Kehinde Ada,Female,22,Power Bank,Electronics,Electronics,15,$125.65,$1884.75,Debit Card,Kano,SP100,Ifeyinwa Anita,$22,Returned
TXN01200,2023-12-20,CUST01200,Uche Chidera,Female,18,Phone Case,Accessories,Accessories,12,$55.73,$668.76,Cash,Owerri,SP002,Uzochi Blessing,$39,Returned
TXN01201,2022-08-20,CUST01201,Ezinne Chukwuemeka,Female,55,Bluetooth Speaker,Electronics,Electronics,2,$143.55,$287.10,Debit Card,Port Harcourt,SP056,Oyinade Precious,None,Returned
TXN01202,2022-08-09,CUST01202,Anita Fidelis,Female,47,Flash Drive,Accessories,Accessories,6,$256.72,$1540.32,Credit Card,Abuja,SP007,Yemi Chukwuemeka,18%,Returned
TXN01203,2022-09-14,CUST01203,Chinedu Kehinde,Male,51,Monitor,Electronics,Electronics,6,$299.86,$1799.16,POS,Port Harcourt,SP064,Chika Kelechi,None,Not Returned
TXN01204,2024-02-03,CUST01204,Chike Uzochi,Female,48,Charger,Accessories,Accessories,15,$241.53,$3622.95,Cash,Kano,SP040,Fola Ifeyinwa,$34,Not Returned
TXN01205,2022-05-19,CUST01205,Pius Ugochukwu,Female,57,Keyboard,Electronics,Electronics,14,$273.72,$3832.08,Debit Card,Enugu,SP069,Chukwudi Shola,$38,Returned
TXN01206,2022-08-30,CUST01206,Jibola Tobi,Female,33,Charger,Accessories,Accessories,12,$20.70,$248.40,PayPal,Ibadan,SP009,Sola Benita,None,Returned
TXN01207,2024-10-17,CUST01207,Peace Amarachi,Male,42,Keyboard,Electronics,Electronics,1,$247.51,$247.51,Debit Card,Abuja,SP084,Oluwatobi Olufunke,$12,Not Returned
TXN01208,2023-02-15,CUST01208,Zainab Simeon,Female,23,Laptop Stand,Accessories,Accessories,8,$138.90,$1111.20,PayPal,Port Harcourt,SP050,Blessing Ugo,None,Returned
TXN01209,2023-07-24,CUST01209,Chika Ugochukwu,Female,38,Keyboard,Electronics,Electronics,8,$12.68,$101.44,PayPal,Abuja,SP092,Ngozi Obinna,None,Not Returned
TXN01210,2023-05-20,CUST01210,Nnenna Ifechukwu,Female,30,Power Bank,Electronics,Electronics,12,$92.25,$1107.00,Cash,Abuja,SP045,Chidera Adaobi,$10,Returned
TXN01211,2023-04-10,CUST01211,Ogechi Ifechukwu,Male,39,Phone Case,Accessories,Accessories,1,$85.76,$85.76,Credit Card,Kano,SP065,Adesola Nnenna,$13,Not Returned
TXN01212,2022-12-12,CUST01212,Tola Chinonso,Female,26,Wireless Mouse,Electronics,Electronics,7,$109.55,$766.85,Credit Card,Kano,SP030,Juliet Amaka,None,Returned
TXN01213,2023-08-18,CUST01213,Nwafor Oluwatobi,Female,20,Keyboard,Electronics,Electronics,15,$261.40,$3921.00,Credit Card,Enugu,SP083,Favour Peace,None,Returned
TXN01214,2023-01-20,CUST01214,Adaobi Ifeoma,Male,53,Wireless Mouse,Electronics,Electronics,13,$177.83,$2311.79,Cash,Owerri,SP025,Ugo Juliet,$42,Returned
TXN01215,2023-09-09,CUST01215,Oyinade Chinonso,Male,45,Keyboard,Electronics,Electronics,1,$291.47,$291.47,Bank Transfer,Owerri,SP019,Dayo Chizor,None,Returned
TXN01216,2024-02-06,CUST01216,Chinedu Tosin,Male,50,Monitor,Electronics,Electronics,2,$115.45,$230.90,PayPal,Owerri,SP002,Kola Obinna,None,Returned
TXN01217,2022-12-21,CUST01217,Tunde Nnamdi,Male,35,Laptop Stand,Accessories,Accessories,7,$66.02,$462.14,POS,Port Harcourt,SP039,Obi Damilola,$20,Returned
TXN01218,2022-06-26,CUST01218,Blessing Damilola,Male,24,Charger,Accessories,Accessories,8,$109.94,$879.52,POS,Lagos,SP029,Emeka Adesola,None,Not Returned
TXN01219,2022-02-10,CUST01219,Chinonso Nkemdilim,Female,40,Wireless Mouse,Electronics,Electronics,3,$201.22,$603.66,Cash,Enugu,SP020,Obinna Oyinade,None,Not Returned
TXN01220,2022-08-19,CUST01220,Nike Nneka,Female,59,Wireless Mouse,Electronics,Electronics,11,$212.17,$2333.87,POS,Kano,SP089,Vivian Fidelis,18%,Returned
TXN01221,2022-06-14,CUST01221,Ogechi Onyinye,Female,28,Flash Drive,Accessories,Accessories,14,$139.22,$1949.08,Credit Card,Kano,SP015,Olufunke Nkechi,None,Not Returned
TXN01222,2023-01-06,CUST01222,Kelechi Hassan,Male,32,Keyboard,Electronics,Electronics,15,$103.12,$1546.80,Credit Card,Kano,SP009,Ronke Chidera,None,Returned
TXN01223,2023-11-13,CUST01223,Damilola Tola,Male,45,USB Hub,Accessories,Accessories,11,$105.58,$1161.38,Bank Transfer,Kano,SP037,Chinonso Emmanuela,$35,Not Returned
TXN01224,2024-07-13,CUST01224,Olufunke Olufunke,Female,24,Laptop Stand,Accessories,Accessories,10,$189.38,$1893.80,Cash,Jos,SP002,Tola Sola,$41,Returned
TXN01225,2022-01-08,CUST01225,Uche Simeon,Female,37,Charger,Accessories,Accessories,12,$50.91,$610.92,POS,Lagos,SP008,Oyinade Daniel,10%,Not Returned
TXN01226,2022-01-21,CUST01226,Kehinde Chikere,Male,55,Power Bank,Electronics,Electronics,7,$64.07,$448.49,Credit Card,Ibadan,SP024,Nkem Hassan,5%,Not Returned
TXN01227,2024-08-21,CUST01227,Fidelis Chinwe,Female,42,Power Bank,Electronics,Electronics,10,$129.65,$1296.50,PayPal,Owerri,SP045,Kelechi Tosin,None,Not Returned
TXN01228,2022-05-19,CUST01228,Vivian Emmanuela,Male,34,Monitor,Electronics,Electronics,15,$289.60,$4344.00,Bank Transfer,Jos,SP083,Chisom Amina,$32,Returned
TXN01229,2022-12-22,CUST01229,Olamide Chijioke,Female,43,Power Bank,Electronics,Electronics,8,$31.08,$248.64,POS,Owerri,SP049,Ifeoma Tunde,8%,Returned
TXN01230,2024-06-29,CUST01230,Jibola Precious,Female,22,Flash Drive,Accessories,Accessories,8,$53.01,$424.08,Debit Card,Enugu,SP089,Onyinye Ezinne,None,Returned
TXN01231,2023-11-20,CUST01231,Zainab Kola,Female,20,Flash Drive,Accessories,Accessories,5,$81.59,$407.95,Credit Card,Jos,SP052,Daniel Chidera,$26,Not Returned
TXN01232,2022-11-30,CUST01232,Amaka Uche,Female,60,Bluetooth Speaker,Electronics,Electronics,6,$225.02,$1350.12,PayPal,Kano,SP042,Fathia Ada,10%,Not Returned
TXN01233,2024-05-21,CUST01233,Chukwuemeka Tola,Female,49,Flash Drive,Accessories,Accessories,1,$85.95,$85.95,Credit Card,Port Harcourt,SP099,Temitayo Jibola,$3,Not Returned
TXN01234,2023-11-30,CUST01234,Hassan Emmanuela,Male,54,Keyboard,Electronics,Electronics,4,$116.63,$466.52,Cash,Lagos,SP021,Yemi Pius,19%,Not Returned
TXN01235,2024-04-17,CUST01235,Fathia Chinonso,Male,53,Keyboard,Electronics,Electronics,7,$149.16,$1044.12,PayPal,Kano,SP015,Amaka Ayo,14%,Not Returned
TXN01236,2023-06-01,CUST01236,Ezinne Chika,Male,43,Laptop Stand,Accessories,Accessories,2,$23.82,$47.64,Credit Card,Enugu,SP049,Peace Chinonso,6%,Returned
TXN01237,2022-09-05,CUST01237,Ronke Chikere,Female,56,Wireless Mouse,Electronics,Electronics,1,$280.66,$280.66,Debit Card,Lagos,SP019,Olivia Aisha,$16,Returned
TXN01238,2022-01-06,CUST01238,Tola Ugo,Female,25,Monitor,Electronics,Electronics,5,$168.20,$841.00,Credit Card,Lagos,SP035,Adebayo Fathia,11%,Returned
TXN01239,2024-04-22,CUST01239,Emmanuela Tunde,Male,41,Monitor,Electronics,Electronics,13,$256.04,$3328.52,Bank Transfer,Port Harcourt,SP059,Pius Amarachi,6%,Returned
TXN01240,2021-12-20,CUST01240,Fathia Olamide,Female,59,Phone Case,Accessories,Accessories,10,$201.85,$2018.50,Bank Transfer,Jos,SP074,Oyinade Fola,$3,Not Returned
TXN01241,2021-12-13,CUST01241,Temitayo Chizor,Male,50,Keyboard,Electronics,Electronics,8,$45.95,$367.60,Cash,Kano,SP034,Jibola Emmanuela,$38,Returned
TXN01242,2022-08-08,CUST01242,Fola Amarachi,Male,18,Monitor,Electronics,Electronics,12,$228.21,$2738.52,PayPal,Kano,SP081,Favour Kola,16%,Not Returned
TXN01243,2022-03-28,CUST01243,Kola Adaeze,Female,29,Bluetooth Speaker,Electronics,Electronics,5,$187.73,$938.65,POS,Owerri,SP063,Aisha Chijioke,$17,Returned
TXN01244,2022-12-25,CUST01244,Chioma Ifechukwu,Male,55,Monitor,Electronics,Electronics,5,$38.03,$190.15,PayPal,Ibadan,SP002,Kehinde Kehinde,$49,Returned
TXN01245,2024-07-02,CUST01245,Femi Chukwudi,Male,42,Monitor,Electronics,Electronics,5,$98.72,$493.60,Debit Card,Ibadan,SP001,Blessing Shola,7%,Not Returned
TXN01246,2023-08-02,CUST01246,Femi Benita,Male,21,Charger,Accessories,Accessories,15,$60.19,$902.85,POS,Enugu,SP058,Ada Ifeoma,$6,Not Returned
TXN01247,2021-11-23,CUST01247,Damilola Olamide,Female,26,Laptop Stand,Accessories,Accessories,15,$248.74,$3731.10,PayPal,Kano,SP048,Ugochukwu Damilola,11%,Not Returned
TXN01248,2023-07-26,CUST01248,Efe Ifeoma,Female,50,Phone Case,Accessories,Accessories,5,$296.44,$1482.20,Bank Transfer,Lagos,SP081,Pius Ogechi,12%,Returned
TXN01249,2022-12-10,CUST01249,Nneka Segun,Male,44,USB Hub,Accessories,Accessories,14,$22.63,$316.82,Debit Card,Ibadan,SP099,Seyi Nkechi,$25,Not Returned
TXN01250,2023-11-09,CUST01250,Femi Peace,Female,40,Power Bank,Electronics,Electronics,10,$146.15,$1461.50,Debit Card,Port Harcourt,SP093,Ifeoma Juliet,$13,Not Returned
TXN01251,2023-05-16,CUST01251,Chijioke Kehinde,Female,27,Power Bank,Electronics,Electronics,11,$181.86,$2000.46,Cash,Enugu,SP071,Tobi Adaeze,$9,Not Returned
TXN01252,2023-07-11,CUST01252,Aisha Nkem,Female,38,Wireless Mouse,Electronics,Electronics,14,$183.03,$2562.42,PayPal,Kano,SP020,Ugo David,$23,Returned
TXN01253,2023-05-26,CUST01253,Ezinne Adebayo,Female,41,Laptop Stand,Accessories,Accessories,7,$65.86,$461.02,Debit Card,Jos,SP085,Temitope Uzochi,$46,Not Returned
TXN01254,2024-06-14,CUST01254,Obinna Obi,Male,45,Power Bank,Electronics,Electronics,3,$252.59,$757.77,Bank Transfer,Kano,SP043,Chinwe Bola,None,Not Returned
TXN01255,2023-03-15,CUST01255,Blessing David,Male,20,Bluetooth Speaker,Electronics,Electronics,6,$32.92,$197.52,PayPal,Lagos,SP053,Peace Chika,20%,Returned
TXN01256,2022-02-25,CUST01256,Ronke Patience,Female,22,Keyboard,Electronics,Electronics,4,$108.28,$433.12,PayPal,Jos,SP096,Dayo Nkechi,$49,Not Returned
TXN01257,2023-11-10,CUST01257,Amaka Seyi,Female,52,Wireless Mouse,Electronics,Electronics,2,$177.55,$355.10,Cash,Lagos,SP005,Chinonso Adaeze,None,Not Returned
TXN01258,2022-05-25,CUST01258,Anita Segun,Male,54,Keyboard,Electronics,Electronics,14,$236.30,$3308.20,Bank Transfer,Owerri,SP017,Ayo Obinna,None,Returned
TXN01259,2022-07-17,CUST01259,Chizor Olamide,Female,58,Phone Case,Accessories,Accessories,12,$267.33,$3207.96,Cash,Port Harcourt,SP059,Blessing Fidelis,14%,Returned
TXN01260,2022-11-26,CUST01260,Segun Obinna,Male,30,Keyboard,Electronics,Electronics,7,$265.08,$1855.56,POS,Jos,SP053,Emmanuela Ronke,$44,Not Returned
TXN01261,2023-09-14,CUST01261,Micheal Femi,Male,44,Monitor,Electronics,Electronics,15,$72.94,$1094.10,POS,Port Harcourt,SP041,Chioma Ogechi,$16,Returned
